día,precio de cierre ajustado,cambio de precio,dia,precio final,cambio,mes,dia,precio final,cambio,,,,día,precio de cierre,cambio de precio
547,1725.2,-12.6,,,,,,,,,,,,,
548,1697.8,-27.4,,,,,,,,,,,,,
549,1718.9,21.1,,,,,,,,,,,,,
550,1676.2,-42.7,,,,,,,,,,,,,
551,1698.3,22.1,,,,,,,,,,,,,
552,1714.7,16.4,,,,,,,,,,,,,
553,1713.3,-1.4,,,,,,,,,,,,,
554,1732,18.7,,,,,,,,,,,,,
555,1729.3,-2.7,,,,,,,,,,,,,
556,1720.3,-9,,,,,,,,,,,,,
557,1729.6,9.3,,,,,,,,,,,,,
558,1729.2,-0.4,,,,,,,,,,,,,
559,1724.8,-4.4,,,,,,,,,,,,,
560,1745.9,21.1,,,,,,,,,,,,,
561,1756.7,10.8,,,,,,,,,,,,,
562,1772.1,15.4,,,,,,,,,,,,,
563,1765.8,-6.3,,,,,,,,,,,,,
564,1762.1,-3.7,,,,,,,,,,,,,
565,1772.5,10.4,,,,,,,,,,,,,
566,1774.8,2.3,,,,,,,,,,,,,
567,1793,18.2,,,,,,,,,,,,,
568,1773.2,-19.8,,,,,,,,,,,,,
569,1784,10.8,,,,,,,,,,,,,
570,1788.5,4.5,,,,,,,,,,,,,
571,1804.2,15.7,,,,,,,,,,,,,
572,1815.5,11.3,,,,,,,,,,,,,
573,1799.2,-16.3,,,,,,,,,,,,,
574,1798.2,-1,,,,,,,,,,,,,
575,1811,12.8,,,,,,,,,,,,,
576,1810.6,-0.4,,,,,,,,,,,,,
577,1811.4,0.8,,,,,,,,,,,,,
578,1798.7,-12.7,,,,,,,,,,,,,
579,1808.3,9.6,,,,,,,,,,,,,
580,1815.9,7.6,,,,,,,,,,,,,
581,1842.4,26.5,,,,,,,,,,,,,
582,1864.1,21.7,,,,,,,,,,,,,
583,1889.1,25,,,,,,,,,,,,,
584,1897.3,8.2,,,,,,,,,,,,,
585,1931,33.7,,,,,,,,,,,,,
586,1944.7,13.7,,,,,,,,,,,,,
587,1953.5,8.8,,,,,,,,,,,,,
588,1942.3,-11.2,,,,,,,,,,,,,
589,1962.8,20.5,,,,,,,,,,,,,
590,1966,3.2,,,,,,,,,,,,,
591,2001.2,35.2,,,,,,,,,,,,,
592,2031.1,29.9,,,,,,,,,,,,,
593,2051.5,20.4,,,,,,,,,,,,,
594,2010.1,-41.4,,,,,,,,,,,,,
595,2024.4,14.3,,,,,,,,,,,,,
596,1932.6,-91.8,,,,,,,,,,,,,
597,1934.9,2.3,,,,,,,,,,,,,
598,1956.7,21.8,,,,,,,,,,,,,
599,1937,-19.7,,,,,,,,,,,,,
600,1985,48,,,,,,,,,,,,,
601,1999.4,14.4,,,,,,,,,,,,,
602,1958.7,-40.7,,,,,,,,,,,,,
603,1933.8,-24.9,,,,,,,,,,,,,
604,1934.6,0.8,,,,,,,,,,,,,
605,1927.7,-6.9,,,,,,,,,,,,,
606,1911.8,-15.9,,,,,,,,,,,,,
607,1940.7,28.9,,,,,,,,,,,,,
608,1921.6,-19.1,,,,,,,,,,,,,
609,1964.6,43,,,,,,,,,,,,,
610,1967.6,3,,,,,,,,,,,,,
611,1968.2,0.6,,,,,,,,,,,,,
612,1934.4,-33.8,,,,,,,,,,,,,
613,1927.6,-6.8,,,,,,,,,,,,,
614,1923.9,-3.7,,,,,,,,,,,,,
615,1933,9.1,,,,,,,,,,,,,
616,1944.7,11.7,,,,,,,,,,,,,
617,1954.2,9.5,,,,,,,,,,,,,
618,1937.8,-16.4,,,,,,,,,,,,,
619,1953.1,15.3,,,,,,,,,,,,,
620,1956.3,3.2,,,,,,,,,,,,,
621,1960.2,3.9,,,,,,,,,,,,,
622,1940,-20.2,,,,,,,,,,,,,
623,1952.1,12.1,,,,,,,,,,,,,
624,1901.2,-50.9,,,,,,,,,,,,,
625,1898.6,-2.6,,,,,,,,,,,,,
626,1859.9,-38.7,,,,,,,,,,,,,
627,1868.3,8.4,,,,,,,,,,,,,
628,1857.7,-10.6,,,,,,,,,,,,,
629,1872.8,15.1,,,,,,,,,,,,,
630,1894.3,21.5,,,,,,,,,,,,,
631,1887.5,-6.8,,,,,,,,,,,,,
632,1908.4,20.9,,,,,,,,,,,,,
633,1900.2,-8.2,,,,,,,,,,,,,
634,1912.5,12.3,,,,,,,,,,,,,
635,1901.1,-11.4,,,,,,,,,,,,,
636,1883.6,-17.5,,,,,,,,,,,,,
637,1888.6,5,,,,,,,,,,,,,
638,1919.5,30.9,,,,,,,,,,,,,
639,1922.5,3,,,,,,,,,,,,,
640,1888.5,-34,,,,,,,,,,,,,
641,1901.3,12.8,,,,,,,,,,,,,
642,1903.2,1.9,,,,,,,,,,,,,
643,1900.8,-2.4,,,,,,,,,,,,,
644,1906.4,5.6,,,,,,,,,,,,,
645,1910.4,4,,,,,,,,,,,,,
646,1924.6,14.2,,,,,,,,,,,,,
647,1901.1,-23.5,,,,,,,,,,,,,
648,1902,0.9,,,,,,,,,,,,,
649,1902.7,0.7,,,,,,,,,,,,,
650,1908.8,6.1,,,,,,,,,,,,,
651,1876.2,-32.6,,,,,,,,,,,,,
652,1865.6,-10.6,,,,,,,,,,,,,
653,1877.4,11.8,,,,,,,,,,,,,
654,1890.4,13,,,,,,,,,,,,,
655,1908.5,18.1,,,,,,,,,,,,,
656,1894.6,-13.9,,,,,,,,,,,,,
657,1945.3,50.7,,,,,,,,,,,,,
658,1950.3,5,,,,,,,,,,,,,
659,1853.2,-97.1,,,,,,,,,,,,,
660,1875.4,22.2,,,,,,,,,,,,,
661,1860.7,-14.7,,,,,,,,,,,,,
662,1872.6,11.9,,,,,,,,,,,,,
663,1885.7,13.1,,,,,,,,,,,,,
664,1887.3,1.6,,,,,,,,,,,,,
665,1884.5,-2.8,,,,,,,,,,,,,
666,1873.5,-11,,,,,,,,,,,,,
667,1861.1,-12.4,,,,,,,,,,,,,
668,1872.6,11.5,,,,,,,,,,,,,
669,1837.8,-34.8,,,,,,,,,,,,,
670,1804.8,-33,,,,,,,,,,,,,
671,1805.7,0.9,,,,,,,,,,,,,
672,1781.9,-23.8,,,,,,,,,,,,,
673,1775.7,-6.2,,,,,,,,,,,,,
674,1814.1,38.4,,,,,,,,,,,,,
675,1825.7,11.6,,,,,,,,,,,,,
676,1836.8,11.1,,,,,,,,,,,,,
677,1835.9,-0.9,,,,,,,,,,,,,
678,1861.8,25.9,,,,,,,,,,,,,
679,1870.8,9,,,,,,,,,,,,,
680,1834.6,-36.2,,,,,,,,,,,,,
681,1833.6,-1,,,,,,,,,,,,,
682,1839.8,6.2,,,,,,,,,,,,,
683,1828.7,-11.1,,,,,,,,,,,,,
684,1852.3,23.6,,,,,,,,,,,,,
685,1856.1,3.8,,,,,,,,,,,,,
686,1887.2,31.1,,,,,,,,,,,,,
687,1885.7,-1.5,,,,,,,,,,,,,
688,1879.2,-6.5,,,,,,,,,,,,,
689,1866.6,-12.6,,,,,,,,,,,,,
690,1874.7,8.1,,,,,,,,,,,,,
691,1879.9,5.2,,,,,,,,,,,,,
692,1877.2,-2.7,,,,,,,,,,,,,
693,1879.7,2.5,,,,,,,,,,,,,
694,1891,11.3,,,,,,,,,,,,,
695,1893.1,2.1,,,,,,,,,,,,,
696,1944.7,51.6,,,,,,,,,,,,,
697,1952.7,8,,,,,,,,,,,,,
698,1906.9,-45.8,,,,,,,,,,,,,
699,1912.3,5.4,,,,,,,,,,,,,
700,1834.1,-78.2,,,,,,,,,,,,,
701,1849.6,15.5,,,,,,,,,,,,,
702,1842.9,-6.7,,,,,,,,,,,,,
703,1853.6,10.7,,,,,,,,,,,,,
704,1850.3,-3.3,,,,,,,,,,,,,
705,1829.3,-21,,,,,,,,,,,,,
706,1839.5,10.2,,,,,,,,,,,,,
707,1865.9,26.4,,,,,,,,,,,,,
708,1865.3,-0.6,,,,,,,,,,,,,
709,1855.7,-9.6,,,,,,,,,,,,,
710,1854.9,-0.8,,,,,,,,,,,,,
711,1850.7,-4.2,,,,,,,,,,,,,
712,1844.9,-5.8,,,,,,,,,,,,,
713,1837.9,-7,,,,,,,,,,,,,
714,1847.3,9.4,,,,,,,,,,,,,
715,1860.8,13.5,,,,,,,,,,,,,
716,1830.5,-30.3,,,,,,,,,,,,,
717,1832.2,1.7,,,,,,,,,,,,,
718,1788.9,-43.3,,,,,,,,,,,,,
719,1810.9,22,,,,,,,,,,,,,
720,1831.9,21,,,,,,,,,,,,,
721,1835.3,3.4,,,,,,,,,,,,,
722,1840.6,5.3,,,,,,,,,,,,,
723,1824.9,-15.7,,,,,,,,,,,,,
724,1821.6,-3.3,,,,,,,,,,,,,
725,1797.2,-24.4,,,,,,,,,,,,,
726,1771.1,-26.1,,,,,,,,,,,,,
727,1773.4,2.3,,,,,,,,,,,,,
728,1775.8,2.4,,,,,,,,,,,,,
729,1806.7,30.9,,,,,,,,,,,,,
730,1804.4,-2.3,,,,,,,,,,,,,
731,1796.4,-8,,,,,,,,,,,,,
732,1774.4,-22,,,,,,,,,,,,,
733,1728.1,-46.3,,,,,,,,,,,,,
734,1722.5,-5.6,,,,,,,,,,,,,
735,1733.1,10.6,,,,,,,,,,,,,
736,1715.3,-17.8,,,,,,,,,,,,,
737,1700.2,-15.1,,,,,,,,,,,,,
738,1698,-2.2,,,,,,,,,,,,,
739,1677.7,-20.3,,,,,,,,,,,,,
740,1716.6,38.9,,,,,,,,,,,,,
741,1721.5,4.9,,,,,,,,,,,,,
742,1722.3,0.8,,,,,,,,,,,,,
743,1719.5,-2.8,,,,,,,,,,,,,
744,1728.9,9.4,,,,,,,,,,,,,
745,1730.6,1.7,,,,,,,,,,,,,
746,1726.8,-3.8,,,,,,,,,,,,,
747,1732.2,5.4,,,,,,,,,,,,,
748,1741.4,9.2,,,,,,,,,,,,,
749,1737.8,-3.6,,,,,,,,,,,,,
750,1724.7,-13.1,,,,,,,,,,,,,
751,1732.9,8.2,,,,,,,,,,,,,
752,1724.9,-8,,,,,,,,,,,,,
753,1732.2,7.3,,,,,,,,,,,,,
754,1712.1,-20.1,,,,,,,,,,,,,
755,1683.9,-28.2,,,,,,,,,,,,,
756,1713.8,29.9,,,,,,,,,,,,,
757,1726.5,12.7,,,,,,,,,,,,,
758,1727,0.5,,,,,,,,,,,,,
759,1741.5,14.5,,,,,,,,,,,,,
760,1740.1,-1.4,,,,,,,,,,,,,
761,1756.8,16.7,,,,,,,,,,,,,
762,1743.3,-13.5,,,,,,,,,,,,,
763,1731.2,-12.1,,,,,,,,,,,,,
764,1746.2,15,,,,,,,,,,,,,
765,1734.9,-11.3,,,,,,,,,,,,,
766,1765.4,30.5,,,,,,,,,,,,,
767,1779,13.6,,,,,,,,,,,,,
768,1769.4,-9.6,,,,,,,,,,,,,
769,1777.3,7.9,,,,,,,,,,,,,
770,1792.3,15,,,,,,,,,,,,,
771,1781.2,-11.1,,,,,,,,,,,,,
772,1777,-4.2,,,,,,,,,,,,,
773,1779.2,2.2,,,,,,,,,,,,,
774,1778,-1.2,,,,,,,,,,,,,
775,1773.2,-4.8,,,,,,,,,,,,,
776,1768.1,-5.1,,,,,,,,,,,,,
777,1767.3,-0.8,,,,,,,,,,,,,
778,1791.4,24.1,,,,,,,,,,,,,
779,1775.8,-15.6,,,,,,,,,,,,,
780,1784.1,8.3,,,,,,,,,,,,,
781,1815.5,31.4,,,,,,,,,,,,,
782,1831.1,15.6,,,,,,,,,,,,,
783,1837.5,6.4,,,,,,,,,,,,,
784,1835.9,-1.6,,,,,,,,,,,,,
785,1822.6,-13.3,,,,,,,,,,,,,
786,1823.8,1.2,,,,,,,,,,,,,
787,1837.9,14.1,,,,,,,,,,,,,
788,1867.5,29.6,,,,,,,,,,,,,
789,1867.8,0.3,,,,,,,,,,,,,
790,1881.3,13.5,,,,,,,,,,,,,
791,1881.8,0.5,,,,,,,,,,,,,
792,1876.7,-5.1,,,,,,,,,,,,,
793,1884.6,7.9,,,,,,,,,,,,,
794,1898.1,13.5,,,,,,,,,,,,,
795,1901.3,3.2,,,,,,,,,,,,,
796,1895.7,-5.6,,,,,,,,,,,,,
797,1902.5,6.8,,,,,,,,,,,,,
798,1902.9,0.4,,,,,,,,,,,,,
799,1907.5,4.6,,,,,,,,,,,,,
800,1871.2,-36.3,,,,,,,,,,,,,
801,1889.8,18.6,,,,,,,,,,,,,
802,1896.8,7,,,,,,,,,,,,,
803,1892.2,-4.6,,,,,,,,,,,,,
804,1893.2,1,,,,,,,,,,,,,
805,1894.2,1,,,,,,,,,,,,,
806,1877.4,-16.8,,,,,,,,,,,,,
807,1864,-13.4,,,,,,,,,,,,,
808,1854.5,-9.5,,,,,,,,,,,,,
809,1859.5,5,,,,,,,,,,,,,
810,1773.8,-85.7,,,,,,,,,,,,,
811,1767.9,-5.9,,,,,,,,,,,,,
812,1781.8,13.9,,,,,,,,,,,,,
813,1776.3,-5.5,,,,,,,,,,,,,
814,1782.3,6,,,,,,,,,,,,,
815,1775.6,-6.7,,,,,,,,,,,,,
816,1776.6,1,,,,,,,,,,,,,
817,1779.6,3,,,,,,,,,,,,,
818,1762.8,-16.8,,,,,,,,,,,,,
819,1770.8,8,,,,,,,,,,,,,
820,1775.9,5.1,,,,,,,,,,,,,
821,1782.6,6.7,,,,,,,,,,,,,
822,1793.5,10.9,,,,,,,,,,,,,
823,1801.5,8,,,,,,,,,,,,,
824,1799.6,-1.9,,,,,,,,,,,,,
825,1810,10.4,,,,,,,,,,,,,
826,1805.5,-4.5,,,,,,,,,,,,,
827,1809.4,3.9,,,,,,,,,,,,,
828,1824.3,14.9,,,,,,,,,,,,,
829,1828.4,4.1,,,,,,,,,,,,,
830,1814.5,-13.9,,,,,,,,,,,,,
831,1808.7,-5.8,,,,,,,,,,,,,
832,1810.9,2.2,,,,,,,,,,,,,
833,1802.9,-8,,,,,,,,,,,,,
834,1805,2.1,,,,,,,,,,,,,
835,1801.4,-3.6,,,,,,,,,,,,,
836,1798.7,-2.7,,,,,,,,,,,,,
837,1799.5,0.8,,,,,,,,,,,,,
838,1799.5,0,,,,,,,,,,,,,
839,1831.2,31.7,,,,,,,,,,,,,
840,1812.6,-18.6,,,,,,,,,,,,,
841,1818.1,5.5,,,,,,,,,,,,,
842,1810.1,-8,,,,,,,,,,,,,
843,1810.5,0.4,,,,,,,,,,,,,
844,1805.1,-5.4,,,,,,,,,,,,,
845,1760,-45.1,,,,,,,,,,,,,
846,1723.4,-36.6,,,,,,,,,,,,,
847,1728.8,5.4,,,,,,,,,,,,,
848,1750.4,21.6,,,,,,,,,,,,,
849,1749,-1.4,,,,,,,,,,,,,
850,1775.2,26.2,,,,,,,,,,,,,
851,1786.9,11.7,,,,,,,,,,,,,
852,1785,-1.9,,,,,,,,,,,,,
853,1781.6,-3.4,,,,,,,,,,,,,
854,1780.2,-1.4,,,,,,,,,,,,,
855,1781,0.8,,,,,,,,,,,,,
856,1803.2,22.2,,,,,,,,,,,,,
857,1805.6,2.4,,,,,,,,,,,,,
858,1788.2,-17.4,,,,,,,,,,,,,
859,1792.2,4,,,,,,,,,,,,,
860,1816.6,24.4,,,,,,,,,,,,,
861,1809,-7.6,,,,,,,,,,,,,
862,1815,6,,,,,,,,,,,,,
863,1813.1,-1.9,,,,,,,,,,,,,
864,1808.7,-4.4,,,,,,,,,,,,,
865,1830.9,22.2,,,,,,,,,,,,,
866,1795.9,-35,,,,,,,,,,,,,
867,1790.7,-5.2,,,,,,,,,,,,,
868,1797.4,6.7,,,,,,,,,,,,,
869,1789.6,-7.8,,,,,,,,,,,,,
870,1792,2.4,,,,,,,,,,,,,
871,1804.7,12.7,,,,,,,,,,,,,
872,1792.4,-12.3,,,,,,,,,,,,,
873,1754.6,-37.8,,,,,,,,,,,,,
874,1749.4,-5.2,,,,,,,,,,,,,
875,1761.8,12.4,,,,,,,,,,,,,
876,1776,14.2,,,,,,,,,,,,,
877,1776.7,0.7,,,,,,,,,,,,,
878,1747.7,-29,,,,,,,,,,,,,
879,1749.7,2,,,,,,,,,,,,,
880,1750,0.3,,,,,,,,,,,,,
881,1735.8,-14.2,,,,,,,,,,,,,
882,1721.5,-14.3,,,,,,,,,,,,,
883,1755.3,33.8,,,,,,,,,,,,,
884,1757,1.7,,,,,,,,,,,,,
885,1766.2,9.2,,,,,,,,,,,,,
886,1759.6,-6.6,,,,,,,,,,,,,
887,1760.5,0.9,,,,,,,,,,,,,
888,1757.9,-2.6,,,,,,,,,,,,,
889,1756.3,-1.6,,,,,,,,,,,,,
890,1754.6,-1.7,,,,,,,,,,,,,
891,1758.3,3.7,,,,,,,,,,,,,
892,1793.7,35.4,,,,,,,,,,,,,
893,1796.7,3,,,,,,,,,,,,,
894,1767.2,-29.5,,,,,,,,,,,,,
895,1764.8,-2.4,,,,,,,,,,,,,
896,1769.7,4.9,,,,,,,,,,,,,
897,1784.1,14.4,,,,,,,,,,,,,
898,1781.2,-2.9,,,,,,,,,,,,,
899,1795.5,14.3,,,,,,,,,,,,,
900,1806,10.5,,,,,,,,,,,,,
901,1792.7,-13.3,,,,,,,,,,,,,
902,1797.9,5.2,,,,,,,,,,,,,
903,1801.6,3.7,,,,,,,,,,,,,
904,1783,-18.6,,,,,,,,,,,,,
905,1795.1,12.1,,,,,,,,,,,,,
906,1788.7,-6.4,,,,,,,,,,,,,
907,1763.6,-25.1,,,,,,,,,,,,,
908,1793,29.4,,,,,,,,,,,,,
909,1816.4,23.4,,,,,,,,,,,,,
910,1827.4,11,,,,,,,,,,,,,
911,1830.2,2.8,,,,,,,,,,,,,
912,1847.6,17.4,,,,,,,,,,,,,
913,1863.2,15.6,,,,,,,,,,,,,
914,1867.9,4.7,,,,,,,,,,,,,
915,1866.1,-1.8,,,,,,,,,,,,,
916,1853.6,-12.5,,,,,,,,,,,,,
917,1869.7,16.1,,,,,,,,,,,,,
918,1861,-8.7,,,,,,,,,,,,,
919,1851.2,-9.8,,,,,,,,,,,,,
920,1806,-45.2,,,,,,,,,,,,,
921,1783.5,-22.5,,,,,,,,,,,,,
922,1784.1,0.6,,,,,,,,,,,,,
923,1785.3,1.2,,,,,,,,,,,,,
924,1782.3,-3,,,,,,,,,,,,,
925,1773.6,-8.7,,,,,,,,,,,,,
926,1781.6,8,,,,,,,,,,,,,
927,1760.7,-20.9,,,,,,,,,,,,,
928,1782,21.3,,,,,,,,,,,,,
929,1777.5,-4.5,,,,,,,,,,,,,
930,1782.6,5.1,,,,,,,,,,,,,
931,1783.4,0.8,,,,,,,,,,,,,
932,1774.6,-8.8,,,,,,,,,,,,,
933,1782.9,8.3,,,,,,,,,,,,,
934,1786.3,3.4,,,,,,,,,,,,,
935,1770.4,-15.9,,,,,,,,,,,,,
936,1762.6,-7.8,,,,,,,,,,,,,
937,1796.6,34,,,,,,,,,,,,,
938,1803.8,7.2,,,,,,,,,,,,,
939,1793.7,-10.1,,,,,,,,,,,,,
940,1787.9,-5.8,,,,,,,,,,,,,
941,1801.6,13.7,,,,,,,,,,,,,
942,1811.2,9.6,,,,,,,,,,,,,
943,1808.1,-3.1,,,,,,,,,,,,,
944,1810.2,2.1,,,,,,,,,,,,,
945,1805.1,-5.1,,,,,,,,,,,,,
946,1812.7,7.6,,,,,,,,,,,,,
947,1827.5,14.8,,,,,,,,,,,,,
948,1799.4,-28.1,,,,,,,,,,,,,
949,1814,14.6,,,,,,,,,,,,,
950,1824.6,10.6,,,,,,,,,,,,,
951,1788.7,-35.9,,,,,,,,,,,,,
952,1797,8.3,,,,,,,,,,,,,
953,1798.4,1.4,,,,,,,,,,,,,
954,1818.6,20.2,,,,,,,,,,,,,
955,1827.2,8.6,,,,,,,,,,,,,
956,1821.2,-6,,,,,,,,,,,,,
957,1816.5,-4.7,,,,,,,,,,,,,
958,1812.3,-4.2,,,,,,,,,,,,,
959,1843.1,30.8,,,,,,,,,,,,,
960,1842.5,-0.6,,,,,,,,,,,,,
961,1831.8,-10.7,,,,,,,,,,,,,
962,1841.7,9.9,,,,,,,,,,,,,
963,1852.7,11,,,,,,,,,,,,,
964,1829.9,-22.8,,,,,,,,,,,,,
965,1793.3,-36.6,,,,,,,,,,,,,
966,1784.9,-8.4,,,,,,,,,,,,,
967,1795,10.1,,,,,,,,,,,,,
968,1800.3,5.3,,,,,,,,,,,,,
969,1809.2,8.9,,,,,,,,,,,,,
970,1803,-6.2,,,,,,,,,,,,,
971,1806.6,3.6,,,,,,,,,,,,,
972,1820.6,14,,,,,,,,,,,,,
973,1826.6,6,,,,,,,,,,,,,
974,1835.2,8.6,,,,,,,,,,,,,
975,1836.2,1,,,,,,,,,,,,,
976,1840.8,4.6,,,,,,,,,,,,,
977,1868,27.2,,,,,,,,,,,,,
978,1854.8,-13.2,,,,,,,,,,,,,
979,1870.2,15.4,,,,,,,,,,,,,
980,1900.7,30.5,,,,,,,,,,,,,
981,1898.6,-2.1,,,,,,,,,,,,,
982,1906.1,7.5,,,,,,,,,,,,,
983,1909.2,3.1,,,,,,,,,,,,,
984,1925.1,15.9,,,,,,,,,,,,,
985,1886.5,-38.6,,,,,,,,,,,,,
986,1899.4,12.9,,,,,,,,,,,,,
987,1942.4,43,,,,,,,,,,,,,
988,1920.9,-21.5,,,,,,,,,,,,,
989,1934.4,13.5,,,,,,,,,,,,,
990,1965.1,30.7,,,,,,,,,,,,,
991,1993.9,28.8,,,,,,,,,,,,,
992,2040.1,46.2,,,,,,,,,,,,,
993,1985.9,-54.2,,,,,,,,,,,,,
994,1998.1,12.2,,,,,,,,,,,,,
995,1982.7,-15.4,,,,,,,,,,,,,
996,1959.6,-23.1,,,,,,,,,,,,,
997,1928.5,-31.1,,,,,,,,,,,,,
998,1908,-20.5,,,,,,,,,,,,,
999,1942.1,34.1,,,,,,,,,,,,,
1000,1928.2,-13.9,,,,,,,,,,,,,
1001,1928.6,0.4,,,,,,,,,,,,,
1002,1920.7,-7.9,,,,,,,,,,,,,
1003,1936.6,15.9,,,,,,,,,,,,,
1004,1961.6,25,,,,,,,,,,,,,
1005,1953.8,-7.8,,,,,,,,,,,,,
1006,1939.6,-14.2,,,,,,,,,,,,,
1007,1912,-27.6,,,,,,,,,,,,,
1008,1933.5,21.5,,,,,,,,,,,,,
1009,1949.2,15.7,,,,,,,,,,,,,
1010,1919.1,-30.1,,,,,,,,,,,,,
1011,1929.2,10.1,,,,,,,,,,,,,
1012,1922.9,-6.3,,,,,,,,,,,,,
1013,1918.4,-4.5,,,,,,,,,,,,,
1014,1933.8,15.4,,,,,,,,,,,,,
1015,1941.6,7.8,,,,,,,,,,,,,
1016,1944.3,2.7,,,,,,,,,,,,,
1017,1972.1,27.8,,,,,,,,,,,,,
1018,1981,8.9,,,,,,,,,,,,,
1019,1970.9,-10.1,,,,,,,,,,,,,
1020,1982.9,12,,,,,,,,,,,,,
1021,1955.7,-27.2,,,,,,,,,,,,,
1022,1952.3,-3.4,,,,,,,,,,,,,
1023,1944.9,-7.4,,,,,,,,,,,,,
1024,1931,-13.9,,,,,,,,,,,,,
1025,1893.2,-37.8,,,,,,,,,,,,,
1026,1901.4,8.2,,,,,,,,,,,,,
1027,1885.9,-15.5,,,,,,,,,,,,,
1028,1888.7,2.8,,,,,,,,,,,,,
1029,1909.3,20.6,,,,,,,,,,,,,
1030,1861.8,-47.5,,,,,,,,,,,,,
1031,1868.8,7,,,,,,,,,,,,,
1032,1867,-1.8,,,,,,,,,,,,,
1033,1874,7,,,,,,,,,,,,,
1034,1881.2,7.2,,,,,,,,,,,,,
1035,1857.1,-24.1,,,,,,,,,,,,,
1036,1839.9,-17.2,,,,,,,,,,,,,
1037,1852.6,12.7,,,,,,,,,,,,,
1038,1823.8,-28.8,,,,,,,,,,,,,
1039,1807.4,-16.4,,,,,,,,,,,,,
1040,1813.5,6.1,,,,,,,,,,,,,
1041,1818.2,4.7,,,,,,,,,,,,,
1042,1815.9,-2.3,,,,,,,,,,,,,
1043,1841.2,25.3,,,,,,,,,,,,,
1044,1841.8,0.6,,,,,,,,,,,,,
1045,1847.8,6,,,,,,,,,,,,,
1046,1865.1,17.3,,,,,,,,,,,,,
1047,1846.2,-18.9,,,,,,,,,,,,,
1048,1847.4,1.2,,,,,,,,,,,,,
1049,1851.3,3.9,,,,,,,,,,,,,
1050,1842.7,-8.6,,,,,,,,,,,,,
1051,1843.3,0.6,,,,,,,,,,,,,
1052,1866.5,23.2,,,,,,,,,,,,,
1053,1845.4,-21.1,,,,,,,,,,,,,
1054,1839.2,-6.2,,,,,,,,,,,,,
1055,1847.5,8.3,,,,,,,,,,,,,
1056,1851.9,4.4,,,,,,,,,,,,,
1057,1848.8,-3.1,,,,,,,,,,,,,
1058,1871.5,22.7,,,,,,,,,,,,,
1059,1828,-43.5,,,,,,,,,,,,,
1060,1809.5,-18.5,,,,,,,,,,,,,
1061,1815.3,5.8,,,,,,,,,,,,,
1062,1845.7,30.4,,,,,,,,,,,,,
1063,1835.6,-10.1,,,,,,,,,,,,,
1064,1834.6,-1,,,,,,,,,,,,,
1065,1834.3,-0.3,,,,,,,,,,,,,
1066,1825.7,-8.6,,,,,,,,,,,,,
1067,1826.5,0.8,,,,,,,,,,,,,
1068,1820.9,-5.6,,,,,,,,,,,,,
1069,1817.5,-3.4,,,,,,,,,,,,,
1070,1813.7,-3.8,,,,,,,,,,,,,
1071,1804.1,-9.6,,,,,,,,,,,,,
1072,1798.9,-5.2,,,,,,,,,,,,,
1073,1761.8,-37.1,,,,,,,,,,,,,
1074,1734.9,-26.9,,,,,,,,,,,,,
1075,1737.9,3,,,,,,,,,,,,,
1076,1740.6,2.7,,,,,,,,,,,,,
1077,1730,-10.6,,,,,,,,,,,,,
1078,1723.3,-6.7,,,,,,,,,,,,,
1079,1734.2,10.9,,,,,,,,,,,,,
1080,1704.5,-29.7,,,,,,,,,,,,,
1081,1702.4,-2.1,,,,,,,,,,,,,
1082,1709.2,6.8,,,,,,,,,,,,,
1083,1710,0.8,,,,,,,,,,,,,
1084,1699.5,-10.5,,,,,,,,,,,,,
1085,1712.7,13.2,,,,,,,,,,,,,
1086,1727.1,14.4,,,,,,,,,,,,,
1087,1719,-8.1,,,,,,,,,,,,,
1088,1717.7,-1.3,,,,,,,,,,,,,
1089,1719.1,1.4,,,,,,,,,,,,,
1090,1750.3,31.2,,,,,,,,,,,,,
1091,1762.9,12.6,,,,,,,,,,,,,
1092,1769,6.1,,,,,,,,,,,,,
1093,1771.1,2.1,,,,,,,,,,,,,
1094,1758,-13.1,,,,,,,,,,,,,
1095,1788.5,30.5,,,,,,,,,,,,,
1096,1772.9,-15.6,,,,,,,,,,,,,
1097,1786.8,13.9,,,,,,,,,,,,,
1098,1794,7.2,,,,,,,,,,,,,
1099,1795.6,1.6,,,,,,,,,,,,,
1100,1789.7,-5.9,,,,,,,,,,,,,
1101,1798.6,8.9,,,,,,,,,,,,,
1102,1781.4,-17.2,,,,,,,,,,,,,
1103,1773.2,-8.2,,,,,,,,,,,,,
1104,1760.3,-12.9,,,,,,,,,,,,,
1105,1755.3,-5,,,,,,,,,,,,,
1106,1747.6,-7.7,,,,,,,,,,,,,
1107,1734,-13.6,,,,,,,,,,,,,
1108,1746.8,12.8,,,,,,,,,,,,,
1109,1747.8,1,,,,,,,,,,,,,
1110,1757.7,9.9,,,,,,,,,,,,,
1111,1736.1,-21.6,,,,,,,,,,,,,
1112,1736.6,0.5,,,,,,,,,,,,,
1113,1723.2,-13.4,,,,,,,,,,,,,
1114,1712.8,-10.4,,,,,,,,,,,,,
1115,1696.6,-16.2,,,,,,,,,,,,,
1116,1709.8,13.2,,,,,,,,,,,,,
1117,1700.4,-9.4,,,,,,,,,,,,,
1118,1715.3,14.9,,,,,,,,,,,,,
1119,1708,-7.3,,,,,,,,,,,,,
1120,1716.2,8.2,,,,,,,,,,,,,
